nama_penulis,rating,teks_ulasan,waktu,likes
RAJA MAHENDRA PRAMUWIDAGDO,5.0,"Pelayanan sangat ramah, mas nya sabar dan baik, unit laptop sangat bagus dan mulus",a year ago,0
syamhudz,5.0,"Tempat jual beli laptop termurah, terpercaya, di jogja. unit seger2 pastinya...",10 months ago,0
Shebil Wibowo,5.0,Laptop second tapi kondisinya kayak barang baru. Untuk harga terjangkau. Mantap pokoknya. Lancar terus buat hero komputer 🙏,a year ago,0
Buah Anggur,5.0,"bagus banget, toko aman dan terpercaya, adminnya juga ramah bangettt, bintang 5 🤩",2 years ago,0
B Azis Dwi Mukti,5.0,"Pelayanan nya ramah sekali, penjelasan lengkap kualitas laptop terbaik pokok nya",a year ago,0
ZORO ZURO,5.0,Pelayanan sangat ramah,5 months ago,0
madhan sgp,5.0,"Makasih mas leptop nya bagus, lokasi sesuai, banyak sekali pilihan, monggo yang mau cari leptop bisa langsung datang ke stornya yaaa, masnya siap membantu sesuai kebutuhan Anda.",2 years ago,0
Bihan Firman Wicaksono,5.0,"Pelayanan mantap, laptop masih bagus",7 months ago,0
Sutan Hanif,5.0,"Recommended bgt buat kalian yg cari laptop second tp kualitas ajib. Layanan pun memuaskan, kalian nggak bakal kecewa🔥",3 years ago,0
Arif hidayad,5.0,Bintang 5 buat pelayanannya dan banyak diskon serta harga paling okee sejogja👍,a year ago,0
Surya Darma,5.0,Paling mwantep,3 months ago,0
Jaluweh _,5.0,Jual Beli laptop Gaming rekomended di jogja,a year ago,0
Tiara Kusuma,5.0,"Pelayanan oke , staff ramah 👍🏻",7 months ago,0
Ajar Pradika Ananta Tur,5.0,"Highly Recommended place for you to get 2nd laptop with high specifications but affordable.

Pelayanannya baik
Ownernya supel dan ramah dan jika Anda beruntung, Anda akan mendapatkan bonus konsultasi gratis untuk menjaga mental health Anda tetap baik.
Trust me! I did it. He is a man loving listening to you.

Good luck buat Hero Laptop.",3 years ago,0
M. Gymnastiar,5.0,"Tempatnya nyaman, proses-nya cepat & responsif, harganya terjangkau. Sangat direkomendasi 👍",a year ago,0
Dwija Anggit,5.0,dapat potongan yg josss,3 months ago,0
Yoricko_ o,5.0,Barang nya pada bagus bagus terjamin juga kebersihan nya the best lah hero computer 👍🏻,a year ago,0
Fatchurohman Sipil 21 012,5.0,"Pelayanan mantap, store bersih adem, barang juga good condition semua, recomended untuk wilayah jogja sekitarnya.",3 years ago,0
Rokhman Hidayat,5.0,Rekomend banget beli laptop dengan Harga yang murah . Dengan barang yang Ajibb banget. Pelayanan oke.,2 years ago,0
Mohammad Aulia Rahman,5.0,bagus laptopnya,a month ago,0
043 Ongki Bagus,5.0,Rekomendasi sekali untuk kalian yg lagi cari laptop bekas berkualitas. Barang di jamin aman dan 100% original,2 years ago,0
Muhammad Cahyo Setiyoso,5.0,"Tempat nya sangat nyaman untuk transaksi, penjelasan juga detail, dapet bonus juga, mantep pokoke",a year ago,0
Alia Nutrisiany,5.0,"Barang ok, pelayanan ramah .. recomended banget deh kl mau cari laptop second masih garansi resmi 👍👍",3 years ago,0
Ilham,5.0,"Pelayanannya ramah, cepat
Tempatnya nyaman
Banyak jenis laptop yang tersedia",a year ago,0
didik wahyu,5.0,"Tempat nyaman, ramah sekali, pelayanan baik, laptop oke harga juga oke, dapet bonus mouse juga. Bakal recommend ke temen2 👍🏻",3 years ago,0
balla diva,5.0,"Dari dulu udah pantengin ig nyaa, adminnya ramah mau ngasih informasi dan fast respon jugaa ratee 10000/10 ^-^",2 years ago,0
Sandy Permana,5.0,Tempat nyaman dan pelayanan bagus,3 years ago,0
Nanda Wahyu,5.0,Bisa jual laptop,3 months ago,0
Helena Rachelia Natasha Odja Lanoe,5.0,Bisa jual laptop,3 months ago,0
Shopi Setiawan,5.0,"Recomended buat yang lagi nyari laptop, joss pokonya pelayanan dan unit nya top markotopp 👍👍",a year ago,0
Wira Rizky,5.0,Laptop kualitas tinggi dan pelayanan sangat baik.,7 months ago,0
Afeb Chesa Arianto,5.0,"Alhamdulillah dapat barang berkualitas dan mantap

Mantau terus di akun instagramnya yang update, adminnya juga fast respon 🙌👍🏻",3 years ago,0
Yoga Dwi Cahyono,5.0,"Tempatnya nyaman, barangnya bagus bagus",6 months ago,0
Dev,5.0,"Masnya ramah banget. Pelayanannya oke, sangat rekomen buat yang nyari laptop 2nd tapi kualitas mantap",3 years ago,0
Mustika Bambang,5.0,Pelayanannya ramah dan cepat. Daftar unit dan harga juga tertera. Spesifikasi laptop perunit dijelaskan dengan baik. Mantap👍,2 years ago,0
Fajar Kurosaki,5.0,"Sya beli laptopnya disini,, tempatnya nyaman, dan juga penjual nya ramah mntpp sukses selalu",a year ago,0
fauziah dwr,5.0,tempat jual laptop recomend bintang 5 terpercaya penjualnya ramah tempatnya enak juga dipusat kota jogja,a year ago,0
Adelbertus Abdiel,5.0,"Tempat jual beli laptop second berkualitas dan bergaransi, ownernya ramah selalu menawarkan yang terbaik, unit laptopnya juga masih bagus dalam kondisi terbaik, pokoknya ga nyesel beli laptop second berkualitas di sini..",4 years ago,0
Agus purwanto Mbah kaum,5.0,"Terimakasih Hero Komputer, barang bagus mulus 99% seperti baru. Memuaskan dan rekomended bagi yang mencari laptop low end dan high ada disini",3 years ago,0
Sayid Muhammad Iqbal,5.0,"Bukan mainnnn, pasnyampe mas yg jual ramah dan melayani saya dengan sabar padahal saya yg notabene orangnya banyak tanya wkwkwkwk mantul, makasi maszehhhh",3 years ago,0
Muhammad hisyam,5.0,"Pengalaman membeli yang sangat menyenangkan, fast respon, kompeten, dan lengkap",a year ago,0
wais alqurni,5.0,"Toko laptop termurah di jogja, penjual ramah, fast respon",3 years ago,0
sirgobanggasir alfan,5.0,"Barangnya di jamin sudah di cek secara profesional, jd tenang kalau beli disini tidak perlu khawatir zonk....mantap jiwa.",3 years ago,0
M.Rezky Syahputra,5.0,"Mantap, kualitas bagus dan pelayanan ramah 👍",8 months ago,0
Tohruu,5.0,Salah satu tempat laptop second kondisi sperti baru harga miring pelayanan ramah ya disini...dijamin tdk mengecewakan,3 years ago,0
Wirasta C. Pambudi,5.0,Garansii terjamin.. oke banget barangnyaa,3 years ago,0
Dear Maharani,5.0,"Mas nya informatif  saat nanya2 barang,barang2nya jg bagus semua,masih garansi resmi,puas belanja disini,makasih hero computer",2 years ago,0
Abul Basyari,5.0,pelayanan bagus dan harga bisa dinego,2 years ago,0
Ancilla Lukma,5.0,Pelayanan baik gercep ada garansi 2 minggu,8 months ago,0
Dendi Alsepta,5.0,"Pelayanan nya memuaskan,semua tipe laptop sesuai budget ada dan berkualitas🤩🤩",2 years ago,0
Nuriati Agustina,5.0,pelayanan memuasakan,2 months ago,0
euniketita luxi,5.0,"Nyaman, bersih",3 months ago,0
Aulia Keysha,5.0,"pelayanannya ramah bangetttttttt, barangnya jg oke okee bisa dipercaya",2 years ago,0
Wow siRudi,5.0,Menyediakan laptop bekas tapi berkualitas. Mantul hero computer,8 months ago,0
Wahyu Firlita,5.0,"sangat memuaskan dan pelayanannya sangat baik, unitnya bagus dan sesuai. Semoga awet Aamin👍🙏",3 years ago,0
authon robith,5.0,"tempat laptop second kualitas sangat apik.
Yang jual ramah, bebas tanya-tanya banyak soal laptop, bisa booking dulu, rekomen bnget buat yg cari laptop second",2 years ago,0
Anugrah Aura Ramadhani,5.0,"laptop masih baru dan bergaransii, harganyaa jangan ditanya sangat terjangkau, pelayanan ramah",a year ago,0
Rizqi Agung Wicaksono,5.0,"Toko adem, ada kucingnya, harga masuk akal, yang punya ramah, no tipu-tipu tanpa fafifuu sesetbebet rampung sip! Maturnuwun ~",3 years ago,0
Reynaldo Egitya Pradana,5.0,"Pelayanan mantab, unit masih bagus semua, rekomen buat cari laptop",a year ago,0
M.Aldi fathurroji,5.0,"Pelayanan sangat baik
Pelayanan sangat sabar
Lengkap dan profesionaal mantap",9 months ago,0
Hooked Indonesia,5.0,"pelayanan nya ramah, variasi laptopnya banyak pilihan, barangnya mulus, mantap, toko laptop rekomended!",2 years ago,0
Assyifa Damara,5.0,"Tempatnya bersih, pelayanannya ramah dan juga kalo dichat fastrespon 🙌🏻🙌🏻",a year ago,0
suid3,5.0,Tempat recommended beli laptop,3 months ago,0
Jehan Pahlevi,5.0,"Salah satu tempat buat cari laptop second, tapi dengan kualitas yang ga kalah sama laptop baru. Respon cepet, barang kualitas terjamin👍",2 years ago,0
Chandra Kurniawan,5.0,barangnya ok,5 months ago,0
x1.m1rul,5.0,"Barang berkualitas, tempat bagus dan bersih",3 years ago,0
ahmad hilal,5.0,Toko komputer di jogja yang sangat direcomendasikan buat kalian kalian yang cari laptop 2nd tapi kualitas dan kondisi masih sipp bangett dengan harga bersahabat,2 years ago,0
clarisya,5.0,pelayanan nya oke banget,6 months ago,0
Andwi Apriyogi,5.0,Laptopnya  bagus2,8 months ago,0
faiq assidqie,5.0,"Mantaap, penjelesan mengenai barang detail dan bagus, pelayanan mantaplah pokoknya",2 years ago,0
Yohanes Edi Pramono,5.0,"Mantap,saya beli kualitas tidak diragukan ,langsung bisa digunakan",a year ago,0
Muhammad Ibnu Majah,5.0,Mantap. Banyak pilihan,a month ago,0
wahyu dyan,5.0,"Pelayanan ramah, banyak barang keren, harga sangat terjangkau",a year ago,0
Septia Wulan,5.0,"Toko terpercaya barangnya masih bagus dan mulus dikasih bonusnya juga, kakaknya juga ramah dan fast respon.",4 years ago,0
Ganang Wahyu Kurniawan,5.0,"Cuma disini jual laptop murah kualitas mewaaaah pelayanan ramah.!!🥰🥰
Rekomended banget.",2 years ago,0
Ayyub Albarra,5.0,"Pelayanan dari mas masnya ramah, dan dapat barang bagus dengan harga murah",a year ago,0
JiroNov ID,5.0,Bisa jual laptop,4 months ago,0
Natasia Anggi,5.0,"Pelayanan raman, komunikatif dan bertanggungjawab. Semoga awet unitnya amin",2 years ago,0
Iwan shohib el hasan,5.0,Mantraapp....,6 months ago,0
RANESTI DAMARSURI,5.0,"Laptop sec disini murce, pelayanan juga okee dan sabar bgt, bisa cek and recek dluu.
Beli laptop disini ajaaa",a year ago,0
Aezera Veyakovich,5.0,Tempat ini saya sangat rekomendasikan untuk beli laptop 🗣️🗣️🗣️🔥🔥🔥💯💯💯💯,9 months ago,0
Muhammad Fahri fathi farhat,5.0,Sudah 2 tahun membeli laptop di sini dan masih gacorr gaada minus. Rekomended,a year ago,0
Abdullah Syaeron.g,5.0,"mantap cuy, laptop bekas keluaran terbaru tapi harga murmer, penjual ramah jga",2 years ago,0
FENY RESTYANITA PRATIWI,5.0,Recommended nih gaisss! Boleh dikepoin buat yg lg butuh laptop second tp rasa baru.,2 years ago,0
Rizky Hardianto,5.0,Pelayanan baik dan cekatan,5 months ago,0
Rijal Putranto,5.0,"Jos gandos... recomended seller... be smart buyer, jangan nyusahin seller wkwk... syarat pembeli barang 2nd ya memang harus teliti....",3 years ago,0
Ahmad Abdullah,5.0,"penjual ramah, barang-barang generasi baru jadi gk ragu buat pilih laptopnya",a year ago,0
Savira Cahyani,5.0,"Pelayanan ramah, harga pas,unit jg oke",a year ago,0
Davin Alhafidz,5.0,"Recommended untuk membeli laptop di jogja, terimakasih",6 months ago,0
Tegar Pribadi Mandiri,5.0,"Pelayanan terbaik laptop dan kelengkapan aman, dijamin amanah dan terpercaya",a year ago,0
Muhammad Rofiki,5.0,tempat jual beli laptop second ter-recomended di jogja nih:),11 months ago,0
Novri Yohannes Harianja,5.0,"Tempatnya bagus, banyak pilihan laptop, nyaman dan penjualnya ramah, makasih Hero Computer 👍🏻",2 years ago,0
Kicimpring Goreng,5.0,"Pelayanan sangat baik, produk banyak dan berkualitas semua, dua jempoll",2 years ago,0
Angga P,5.0,"Pelayanan baik, tempatnya nyaman, banyak pilihan laptop yang bagus",a year ago,0
fathan yamieza,5.0,pelayanannya ramah dan laptopnya masih bagus,a year ago,0
Gigih Dwiwantoro,5.0,"Pelayanan ramah, cepat dan responsif dalam melayani kebutuhan customer",a year ago,0
Antix Gergunung,5.0,conter laptop plg rekom sejogja..hrga pelajar...dijamin..murmer...yaa disinii gaes😍,a year ago,0
Michi,5.0,"terbaik. pelayanan sangat sip, harga pas di kantong, laptop berkualitas.",3 years ago,0
Muhammad Dzikri Qolbi,5.0,"Admin ramah, harga terjangkau, kualitas terbaik. 🤤🍦",a year ago,0
Alin Krisnawan,5.0,"Mantap, pelayanan bagus, unit istimewa, semoga tambah sukses🤲🏻",2 years ago,0
Friska Nur Aifa,5.0,"tempat nya nyaman, rapih, dan bersih, pelayanannya juga ramah",a year ago,0
Shovia Naufal Ardani,5.0,kakanya ramah banget n very helpful,10 months ago,0
Nareswari Huwaida,5.0,pelayanannya ramah bgt masnya gacape ditanya hehehee ayo beli disini aja👍👍👍👍,a year ago,0
MOHAMMAD SULTON,5.0,Penjual yang ramah,a year ago,0
Mahmud Aziz,5.0,"Tempat jual laptop yang berkualitas, pelayanan ramah, baik, pantau terus ignya.",2 years ago,0
Ariyo Bimo,5.0,"pelayanan ramah, kualitas laptop bagus dan harga bisa di nego terjangkau untuk mahasiswa",2 years ago,0
guntur pamungkas,5.0,Alhamdulillah beli toko laptop di Hero Computer.. Pelayanan terbaik dan banyak bonusnya 👍👍,a year ago,0
galih priyambodo,5.0,"Stok banyak, kondisi bagus",6 months ago,0
sutrimo rezki oktaviawan,5.0,"pilihan lengkap, kualitas bagus",a year ago,0
Sulistyo Abdurrohman,5.0,Alhamdulillah pelayanan baik... Dapat harga spesial spek dewa... Mantap,2 years ago,0
sahilal wahayanan,5.0,Pelayanannya bagus,2 years ago,0
Tri Maryanti,5.0,"Pelayanannya memuaskan dan ramah, mantapp deh pokoknya 👍",a year ago,0
Candra Satya,5.0,"pelayanan bagus, detail, memuaskan pokoknya recomended👍🏼",2 years ago,0
Syendi Prima Syahputra,5.0,"Recommend untuk yang mau beli laptop, kualitas barang/unit nya bagus dan juga untuk harga bersahabat 👍👍👍👍",2 years ago,0
luluk mufidaaa,5.0,beli laptop disini sangat recomended bgttttt mana bnyk bonus nya lagiii mantappp pokoknyaa🙌🏻🙌🏻🙌🏻,a year ago,0
Aliendina Jwalita,5.0,"Pelayanan ramah, dikasih saran untuk spec laptop yang dicari!",a year ago,0
Danan Samodra,5.0,"Pelayanan nyaman, terbuka sama keadaan barang yang dijual",a year ago,0
muhammad rafi,5.0,Pelayanan bagus laptop like new👍🏻👍🏻,8 months ago,0
beny ahmad,5.0,komplit .. dan murah,7 months ago,0
RADEN MOCHAMMAD FAZRI -,5.0,"Pelayanan mantap, laptop terjangkau, semoga berkah",a year ago,0
Danu Adi,5.0,Pelayanan sangat bagus,6 months ago,0
SAWALUL ANZAR,5.0,Pelayanan sangat ramah.... yang ingin cari leptop second di toko ini aja😁,3 years ago,0
Ucup Dharmawan,5.0,"laptop nya murah”, staff nya juga ramahhhh, banyak bonus nyaaaa, recomended sekaliii",a year ago,0
Meghan Restu,5.0,"Pelayanan yang ramah, penjelasan yang detail... Mantap beli laptop second bergaransi disini!!!",3 years ago,0
Yoaekim James,5.0,"Mantap amanah , terpercaya pokoknya !rekomended buat yang nyari laptop bekas tapi tetap berkualitas !!",4 years ago,0
Danang Agis,5.0,Pelayanan ramah dan sat set,6 months ago,0
Hesty Wahyu Setyaningrum,5.0,"Tempatnya nyaman, pelayanannya juga ramah, dan tentunya laptopnya juga bagus-bagus. Recommended deh pokoknyaa",3 years ago,0
lia lestarini,5.0,"Tempat beli laptop second yang terpercaya, barang bagus dan ramah kantong",2 years ago,0
Alif Nur Amien,5.0,"Pelayanan nyaman, barang oke👌
Sukses selalu Hero Computer Jogja",a year ago,0
aisyah bayti,5.0,"Sangat recomended untuk cari laptop second, mantappp ❤",11 months ago,0
Ridho Agung Prasetyo,5.0,pelayanan mantab,a year ago,0
Afrizal Fathan R,5.0,"barangnya bagus dan mantap , pelayananya ramah harganya juga masuk banget",2 years ago,0
suhud dharmawan,5.0,"Pelayanan terbaik, dapat diskon+dapat bonus",a year ago,0
Achmad Rizal,5.0,toko laptop recommended di area jogja,5 months ago,0
Fedo Gratian Saputra,5.0,Mantap.. harganya murah.. tempatnya nyaman. Pokoknya trusted dan semoga tambah sukses... 👍👍,3 years ago,0
Mita Rahayu,5.0,"OKEE BANGEET!!! kualitas sama harga barang sesuai, ga tipu-tipu dan baguus pokoknya. rekomended👍",3 years ago,0
rizki rahmadita,5.0,"cocok buat kalian yang cari laptop second nihhh,pelayanannya ramahh bangettt🤩🤩🤩🥰",3 years ago,0
Dalla rizki,5.0,Tempat nya nyaman dan pastinya murah-murah 👍👍,3 years ago,0
Nuril Firdaus,5.0,"Barang mantap, dijamin bagus. Pelayanan ramah terbaik 👍💯",3 years ago,0
Muhammad Rifai,5.0,"Tempatnya nyaman, mudah dicari
Pelayanannya ramah dan baik
Rekomend banget",2 years ago,0
ediyusuf_,5.0,"Salah satu toko laptop terbaik yang ada di jogja,baik dari pelayanan, harga dan kualitas barang-nya, sukses terus untuk hero computer jogja 🔥",3 years ago,0
Muhammad Alfarizi,4.0,Barangnya cukup lumayan bagus,7 months ago,0
Muhammad Alfahri Solehan (Alfahri),5.0,"Pelayanan Maksimal, Harga Terjangkau, Kondisi Barang Semuanya Mulus-mulus",3 years ago,0
M. Taqwal Jumareng,5.0,"Pelayanan sangat ramah dan baik, kualitas laptopnya terjamin👍🏻",3 years ago,0
Pandu Kimmy,5.0,"Lengkap, garansi lama, 100% ori",8 months ago,0
Antia Tri Wahyuni,5.0,"Kwalitas barang terjamin, belanja puas harga pas mantap",2 years ago,0
Shafri Azhar,5.0,"pelayanan ramah, cepat, terbaik",8 months ago,0
Wismar Putra Muhdar Syukur,5.0,"Tempatnya strategis, dipinggir jalan pas, laptop yang disediakan bagus semua dan pelayanannya sangat ramah",3 years ago,0
Jaemila id,5.0,"Pelayanan sangat baik, dan penyampaian informasi sangat clear",9 months ago,0
ANSH official,5.0,"Untuk Pelayanan sangat memuaskan dan ramah , untuk tempat (store ) sangat nyaman",3 years ago,0
manembah marang gusti,5.0,"Rekomended untuk kita yang cari laptop gaming bergaransi terutama di jogja.
Maju terus usahanya buat hero computer",3 years ago,0
frendy Haryanto,5.0,"Untuk pelayanan sangat bagus,tempat nyaman,harga murah,dan bisa nego",2 years ago,0
Candra Milad,5.0,"mantab slurr, rekomended buat beli laptop di jogja",11 months ago,0
fayyadh mhh,5.0,kualitas / harga toppp 🤟,a year ago,0
Wahyu Sumbaga,5.0,Mantap,7 months ago,0
Firman firmanto,5.0,"Barang istimewa, sesuai discripsi",2 years ago,0
Aikido Kartiko,5.0,"Tempat cari leptop second paling recommended. Tempat nyaman, banyak pilihan, pelayanan ramah.",3 years ago,0
adelia,5.0,laptopnya bagussss & pelayanannya jg oke banget :D,a year ago,0
Amelia DN,5.0,"Pelayanan ramah, informatif, harga bisa dinego",a year ago,0
Cingire Anjay,5.0,Keren keren,6 months ago,0
Gatotkaca 8_ Muhammad Zidan Nurilham,5.0,Barang bagus dan berkualitas serta harga terjangkau,a year ago,0
Bani Muhamad Isa,5.0,pelayanan oke bonus mouse,a year ago,0
KENTT CUYYY,5.0,Mantap pokoknya mah beli laptop second highend berkualitas disini aja !!,2 years ago,0
Annisa Nur Hidayati,5.0,Cocok bangetttt sih buat pelajar yang lagi cari laptop murah tapi berkualitas..,2 years ago,0
Pulkeria Pica,5.0,Pelayanan ramah,2 years ago,0
Anamta,5.0,10/10 kualitas barang maupun pelayanan oke punyaa. worth it poll,3 years ago,0
Davit Agus,5.0,"pelayanannya mantap, kalau ada yg bekas kenapa beli baru",3 years ago,0
Sastri Rahma Wati,5.0,Pusatnya laptop second jogja dengan garansi resmi. Pelayanan juga mantap👍🏻,2 years ago,0
Ivan Muhh,5.0,Mas nya edukatif dan udah pasti barang berkualitas.. Ntapp,2 years ago,0
Rois Shiddiq,5.0,"Mantap banget, rekomendasi cari laptop second🔥",a year ago,0
Deny Kristianto,5.0,"Mantep recommended buat mahasiswa, kesini buat nyari laptop buat skripsi. Pelyanan oke, tempat nyaman ber AC",3 years ago,0
Pamungkas Soegihartoko,5.0,"Exelent. 👍
Barang oke, pelayanan oke, harga oke..
Recomended. Thanks bro...",Edited a year ago,0
Thoriq El Karim,5.0,"Mantappp, laptopnya walau bekas tapi worth it. Harga ada yang murah, pokoknya mantap",2 years ago,0
annisa caca,5.0,Barang dan pelayanannya terbaik,8 months ago,0
Herlambang Purnomo,5.0,"Pelayanan bagus,ramah,stock barangnya lengkap👍",2 years ago,0
058_ Achmad Sofyan,5.0,"Masnya ramah, laptopnya berkualitas dan dikasih bonus pula.",2 years ago,0
Ali Hasan,5.0,Mantep buat mahasiswa yang pengin cari device berkelas dengan harga bersahabat 🔥,a year ago,0
Agung Arif Wibowo,5.0,Pelayanan dan barang bagus,a year ago,0
Sholichatun Nisa,5.0,Very trusted & recommended seller. Tempat nya nyaman dan penjualnya ramah.,3 years ago,0
Ibu Sumyati,5.0,Pelayanan ramah dan kualitas laptop bagus,a year ago,0
Ibnu Hidayat,5.0,"Pelayanan ramah, recomended cari laptop second",2 years ago,0
Muhammad Anas Nazarudin,5.0,"Toko Laptop terbaik sepanjang masa. Hari kiamat tetap buka
Mantapss",2 years ago,0
beni habibie,5.0,"Pelayanan ramah, informatif dan harga kompetitif, semoga tambah sukses",2 years ago,0
Nugraha Dewa,5.0,"Beli dan antar sampai Bali dengan aman sentosa tanpa hambatan, sukses selalu bisnisnya",3 years ago,0
Komplang Bagus,5.0,Barang bagus dan dapet bonus,a year ago,0
Hasan Saputrah,5.0,Pelayanan ramah dn smoga awet laptop nya,a year ago,0
Rara,5.0,Tempat rekomen terbaik jual beli laptop di jogja yang bergaransi resmi👍👍,2 years ago,0
Meirizka,5.0,bagus!,3 months ago,0
Rizky Gusti,5.0,"laptop bekas berkualitass,MURAH dan ramah pelayanannya TENTUNYAA 🔥🔥",a year ago,0
Solihin Rifanto,5.0,Rekomend buat yang mau beli laptop mantap,a year ago,0
Adden Yusgiantoro Putra addenyusgiantoro.2022,5.0,"Kualitas laptop nya bagus, pelayanan ramah",a year ago,0
Ilham,5.0,Toko laptop second terbaik dijogja menurut pengalaman saya 👌🏽👌🏽😁 stoknya like new smua,4 years ago,0
faridatul hidayah,5.0,"Nyaman, pelayanan ramah",2 years ago,0
Alwahida Ahfi,5.0,"buat yang cari laptop disini aja, pelayanan ramah pastinya harganya terjangkau",3 years ago,0
Awwahun Halim (Halim_Zi),5.0,"Anda mencari laptop second tapi masih seperti baru?
Iya disinilah tempatnya laptop second yang berkualitas, dan owner juga ramah",3 years ago,0
Rantih Amelia,4.0,"Pelayanan bagus, laptop nya juga bagus",9 months ago,0
Pemdes Lubuk seberuk,5.0,"Barangnya berkualitas, penjualnya ramah. Terbaik!",2 years ago,0
123_Rafi Arrazak,5.0,"laptop lengkap , yang jaga juga ramah ramah harga ramah di kantong, recommended 👈",10 months ago,0
RIZKI SISTHANNISA,5.0,pelayanan baik dan jelas,6 months ago,0
Faishol Abyan Syarif,5.0,"Pelayanan ramah dan baik , cocok untuk yang mencari laptop bekas area jogja",3 years ago,0
Norres Satyawira,5.0,"Mantab, laptop masih garansi panjang, masnya juga ramah dan enak buat sharing",3 years ago,0
Hafiidz Smansapa,5.0,Pelayanan cepat tanggap dan sopan recommended karena yang di jual laptop dengan spesifikasi bagus,3 years ago,0
Eko Nur Cahyo,5.0,Laptopnya mantep mantep disini 👍,3 years ago,0
kanaka ruth,5.0,"trusted guys, barangnya juga oke masih mulus, garansi, dan dapet bonus 😆😆👍",3 years ago,0
Kiseki Distro ID Sticker and Apparel,5.0,"Barang bagus, pelayanan ramah.. recommended bgt...",2 years ago,0
Muhammad alfi Syahrir rahman,5.0,"Pelayanana ramah, tempat nyaman dan adem",a year ago,0
yanuar perdana,5.0,"Pelayanan mantab, cari laptop bekas disini aja, kualitas A1",2 years ago,0
Rafi Rahman,5.0,"laptopnya banyak + harga terjangkau, dapet diskon juga dari harga yg dipasang👍🏻👍🏻",a year ago,0
Bagas Adhitama,5.0,pelayanan mantap dan sangat rekomended buat yang mau beli laptop,3 years ago,0
Rosa Dwi Andini Putri,5.0,"Tempat nya nyaman, banyak koleksi laptop second tipe yang baru",2 years ago,0
Alfin budiana,5.0,ramah dan keren,a week ago,0
dialogue,5.0,Tempat beli laptop keren dengan harga yang cukup miring ditambah bonus. Keren 👍🏼👍🏼👍🏼,2 years ago,0
Bawazier Albanjari,5.0,"Pelayanan mantep, barang mantep.",7 months ago,0
Exsan yuwandono,5.0,"Pelayanannya bagus banget, puas pol pokok.e",a year ago,0
Akmal Nafidz Lawdza'i Kusmayadi,5.0,Terbaik 👍👍👍,3 weeks ago,0
anur hidayanto,5.0,"Pelayanan ramah, pilihan lumayan variatif, garansi juga.",2 years ago,0
Afdika Permana,5.0,Aman dan terpecaya. Dan gampang konsultasi,8 months ago,0
Latif Surya alamsyah,5.0,"Mantap, Pusat laptop berkualitas., cs juga ramah banget...",2 years ago,0
Diah Saniy Pramudita,5.0,"Penjualnya ramah banget, tempat jual laptop murah di Jogja, Worth It Bangetttttttttttt",3 years ago,0
Alfin budiana,5.0,ramah dan keren,a week ago,0
Denita frisky,5.0,"Pelayananya bagus, Laptop nya juga keren” masih bergaransi jugaa , 👍👍👍",3 years ago,0
Rafi Rahman,5.0,"laptopnya banyak + harga terjangkau, dapet diskon juga dari harga yg dipasang👍🏻👍🏻",a year ago,0
Friyo Souisa,5.0,Untuk Tempatnya Bagus dan Harganya terjangkau untuk Mahasiswa✨,a year ago,0
RIZKI SISTHANNISA,5.0,pelayanan baik dan jelas,6 months ago,0
Pita Dewi,5.0,Ngebantu bgt ini sihh,2 months ago,0
isnaini subkhi,5.0,Menjual laptop yg masih bergaransi resmi. Ini yg membedakan dg toko lain. Kerenn,4 years ago,0
Alfath Afdhal,5.0,bagus,4 weeks ago,0
Naufal Mas'ud,5.0,"mantap, pelayanan ramah harga bersahabat barang debes",3 years ago,0
Royani Rahman,5.0,"Sangat worth it, kualitas barangnya bagus semua",a year ago,0
Aqmal Safa Rifai,5.0,"Puas sekali belanja disini, penjaga tokonya ramah, asik",3 years ago,0
andreas salettia,5.0,"pelayananya sangat baik, dan ramah2 pokokya the best lahh🤩",a year ago,0
Rio Dwi Saganev,5.0,Toko laptop yang harganya gokil rekomended bgt pelayanan ramah,2 years ago,0
Raken Abdurrozaq,5.0,"Mantap, harga bersahabat 👍",3 years ago,0
Faza Maulida Rahman,5.0,Banyak pilihan laptopnya,Edited 4 months ago,0
Nico apriliantono,5.0,keren,a month ago,0
Setia Bela Adi Nugroho XI IPS 2,5.0,Pelayanan sangat ramah dan harga terjangkau murah,a year ago,0
Rafi Dwi S R,5.0,Sangat recomended buat yang mau cari laptop spek tinggi tapi harga terbatass,3 years ago,0
Nugroho Amrih Widodo,5.0,Sangat Ramah amanah barang mulus... Barangnya bagus2,a year ago,0
Muhammad Fredy Andreansyah,5.0,mantab,a month ago,0
Fernando Redondo,5.0,"Laptop bagus, pelayanan ramah, pokoknya top cer buat toko ini",3 years ago,0
Simpran Purbantini,5.0,Recommended bgt buat yang lgi cari2 laptop second kualitas tinggi,2 years ago,0
Sang pejuang,5.0,"Rekomend, leptop berkualitas dan bergaransi, pelayanan sangat memuaskan",3 years ago,0
Kristianto,5.0,"Pilihan laptopnya banyak, harga terjangkau,
mantapp👍🏻",a year ago,0
Ayu Ratih,5.0,"oke banget, beli laptop second serasa baruuu👌🏻",2 years ago,0
Khuma Humsosi,5.0,Pelayanan ramah,5 months ago,0
Fuadatus Sholihah,5.0,"Tempat beli laptop spek bagus, harga terjangkau.",a year ago,0
PO POO,5.0,Mantap,a month ago,0
Dyah Septi,5.0,"Sangat recomended, pelayanan nya juga sangat ramahh👍👍",2 years ago,0
